id,name,latitude,longitude,x_utm,y_utm,category,rating,review,price_level,address,url,services,open_hours,hotspot_score,cluster_id,competitor_density_500m,competitor_density_1km,nearest_neighbor_dist_m,same_category_density_500m,dist_to_cluster_centroid_m,review_log,source_category,source_file,source_table
34860,bali 382,-8.3083718,115.3951771,323262.9628718277,9081253.180222455,Restaurant,5.0,1,0,"M9RW+M33, Jl. Batur Tengah, Suter, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/bali+382/data=!4m7!3m6!1s0x2dd1f7c3724d0b85:0x38b63f3d1593dc20!8m2!3d-8.3083718!4d115.3951771!16s%2Fg%2F11kmz3kg_6!19sChIJhQtNcsP30S0RINyTFT0_tjg?authuser=0&hl=en&rclk=1,,[],1.6598840387443835e-10,-1.0,0,0,2394.966820844586,0,1000.0,0.6931471805599453,,,
34861,Warung Makan McKue,-8.2869389,115.3920707,322911.1698901491,9083622.16898794,Restaurant,4.9,78,0,"Jl. Trunyan, Buahan, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia","https://www.google.com/maps/place/Warung+Makan+McKue/@-8.2869389,115.3920707,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1f759d6fee0c3:0x9ca9e8cb072cd473!8m2!3d-8.2869389!4d115.3920707!16s%2Fg%2F11h5vcl6sq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""09:00 - 17:00""}, {""day"": ""Tuesday"", ""hours"": ""09:00 - 17:00""}, {""day"": ""Wednesday"", ""hours"": ""09:00 - 17:00""}, {""day"": ""Thursday"", ""hours"": ""09:00 - 17:00""}, {""day"": ""Friday"", ""hours"": ""09:00 - 17:00""}, {""day"": ""Saturday"", ""hours"": ""09:00 - 17:00""}, {""day"": ""Sunday"", ""hours"": ""09:00 - 17:00""}]",3.505014944620515e-10,-1.0,0,3,801.9560641141624,0,1000.0,4.3694478524670215,,,
34862,Warung Lau,-8.2791189,115.3805634,321639.96960177354,9084481.880161364,Nasi restaurant,5.0,3,0,"P9CJ+964, Jl. Trunyan, Kedisan, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/Warung+Lau/data=!4m7!3m6!1s0x2dd1f77c8f0ffcd3:0xfcc27bb3f5ba5ba7!8m2!3d-8.2791189!4d115.3805634!16s%2Fg%2F11p0ccklqx!19sChIJ0_wPj3z30S0Rp1u69bN7wvw?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""09:00 - 22:00""}]",2.2539868414610524e-09,32.0,10,16,173.75326094401106,1,179.46474885076333,1.3862943611198906,,,
34863,Warung Lastri,-8.2782588,115.3794128,321512.82575267414,9084576.487347743,Restaurant,4.6,18,0,"P9CH+MQV, Kedisan, Kintamani, Bangli Regency, Bali 80652, Indonesia","https://www.google.com/maps/place/Warung+Lastri/@-8.2782588,115.3794128,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1f67f9d3cb0d3:0xda20d6ca9d43c177!8m2!3d-8.2782588!4d115.3794128!16s%2Fg%2F11g9nh1tm1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""09:00 - 22:00""}]",2.3324888646977857e-09,32.0,14,17,181.59718496430355,5,21.891653727761994,2.9444389791664403,,,
34864,Warung Makan Telaga Biru Food & Drink,-8.2821316,115.3866208,322308.6361231626,9084151.401062185,Restaurant,4.5,54,0,"Kedisan, Kintamani, Bangli Regency, Bali 80652, Indonesia",https://www.google.com/maps/place/Warung+Makan+Telaga+Biru+Food+%26+Drink/data=!4m7!3m6!1s0x2dd1f67bbae6dc69:0x7cd3718a971ca306!8m2!3d-8.2821316!4d115.3866208!16s%2Fg%2F11dfptqxm7!19sChIJadzmunv20S0RBqMcl4px03w?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""09:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""09:00 - 20:00""}]",9.401922954530413e-10,-1.0,1,12,666.5313293520579,0,1000.0,4.007333185232471,,,
34865,Warung tepi danu mesari,-8.2791363,115.3813707,321728.91393960203,9084480.317773368,Restaurant,5.0,5,0,"Kedisan, Kintamani, Bangli Regency, Bali, Indonesia",https://www.google.com/maps/place/Warung+tepi+danu+mesari/data=!4m7!3m6!1s0x2dd1f709208dd661:0xdf4f0ebc8d9335fb!8m2!3d-8.2791363!4d115.3813707!16s%2Fg%2F11sjgc9l63!19sChIJYdaNIAn30S0R-zWTjbwOT98?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 17:00""}]",2.1534268173788995e-09,32.0,10,16,236.52207416037493,2,258.3379050878091,1.791759469228055,,,
34866,Dimsumcious (Waroeng Delicious),-8.2788112,115.3790351,321471.4650970154,9084515.224727428,Dumpling restaurant,5.0,2,0,"Jl. Windu Sara, Kedisan, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/Dimsumcious/data=!4m7!3m6!1s0x2dd1f7003c66710f:0x39f87c5f3e531937!8m2!3d-8.2788112!4d115.3790351!16s%2Fg%2F11vjt32800!19sChIJD3FmPAD30S0RNxlTPl98-Dk?authuser=0&hl=en&rclk=1,,[],2.331459824717794e-09,32.0,12,17,1000.0,0,71.44498007041076,1.0986122886681098,,,
34867,Puncak Sari Rumah Makan,-8.2532704,115.3342794,316529.0650618302,9087319.620092759,Family restaurant,4.5,41,0,"P8WM+MPR, Desa Kintamani, Batur Utara, Bangli, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/Puncak+Sari+Rumah+Makan/data=!4m7!3m6!1s0x2dd1f463d301c0d5:0x2a4d2d7ede3faeca!8m2!3d-8.2532704!4d115.3342794!16s%2Fg%2F11b6dp0p0w!19sChIJ1cAB02P00S0Ryq4_3n4tTSo?authuser=0&hl=en&rclk=1,,[],1.2077631805879578e-09,16.0,4,13,3093.9586239464315,0,534.0322409317603,3.7376696182833684,,,
34868,Cowboy Restaurant Kintamani,-8.2673893,115.341879,317372.8440888737,9085761.59010575,Restaurant,4.3,258,0,"Penelokan Main Rd No.888, Central Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia","https://www.google.com/maps/place/Cowboy+Restaurant+Kintamani/@-8.2673893,115.341879,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1f5f2d264a09f:0xa56894e8ac4e22c!8m2!3d-8.2673893!4d115.341879!16s%2Fg%2F11lgt16c0x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""09:00 - 18:00""}, {""day"": ""Tuesday"", ""hours"": ""09:00 - 18:00""}, {""day"": ""Wednesday"", ""hours"": ""09:00 - 18:00""}, {""day"": ""Thursday"", ""hours"": ""09:00 - 18:00""}, {""day"": ""Friday"", ""hours"": ""09:00 - 18:00""}, {""day"": ""Saturday"", ""hours"": ""09:00 - 18:00""}, {""day"": ""Sunday"", ""hours"": ""09:00 - 18:00""}]",2.2195310084878227e-09,15.0,9,22,214.04361750783093,3,1613.1778752963003,5.556828061699537,,,
34869,Rumah Makan Arlinas,-8.2499904,115.398414,323593.5322265171,9087711.298988188,Restaurant,3.8,89,0,"Jl. Pendakian Gn. Batur, Batur Tengah, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/Rumah+Makan+Arlinas/data=!4m7!3m6!1s0x2dd1f6becc71b7b7:0xcfe9317e38080a25!8m2!3d-8.2499904!4d115.398414!16s%2Fg%2F1pzslj_gz!19sChIJt7dxzL720S0RJQoIOH4x6c8?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 22:00""}]",1.97868097072294e-09,3.0,12,13,73.80093070469029,7,40.47712899043609,4.499809670330265,,,
34870,Warung Tarumas,-8.2596493,115.3376888,316907.63572380017,9086615.693845905,Restaurant,4.7,116,0,"Jl. Raya Kintamani, Batur Sel., Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/Warung+Tarumas/data=!4m7!3m6!1s0x2dd1f45de7b18ba1:0xef294db3cddb1e16!8m2!3d-8.2596493!4d115.3376888!16s%2Fg%2F11cs1x2lpw!19sChIJoYux51300S0RFh7bzbNNKe8?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Wednesday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 18:00""}]",1.9475286895696324e-09,16.0,10,18,51.49514052295442,6,266.58427256926984,4.762173934797756,,,
34871,The Amora Bali,-8.2794494,115.3573777,319085.8445426625,9084434.85476721,Buffet restaurant,4.4,3008,0,"Jl. Raya Kintamani, Kintamani, Kec. Kintamani, Kabupaten Bangli, Bali, Indonesia",https://www.google.com/maps/place/The+Amora+Bali/data=!4m7!3m6!1s0x2dd1f5caf97e1f25:0x6c43e166ac0439fa!8m2!3d-8.2794494!4d115.3573777!16s%2Fg%2F11c3v0f1mg!19sChIJJR9--cr10S0R-jkErGbhQ2w?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 17:00""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 18:00""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 18:00""}]",2.442132624615453e-09,15.0,8,24,664.6230728984749,0,555.2404909989185,8.009363076630045,,,
34872,Restoran Batur Sari 2,-8.2806558,115.3603479,319413.6109575991,9084302.780862542,Restaurant,2.9,19,0,"P996+P4Q, Penelokan Main Rd, Central Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia",https://www.google.com/maps/place/Restoran+Batur+Sari+2/data=!4m7!3m6!1s0x2dd1f5cb8c07af9d:0x87c0f5563d88a734!8m2!3d-8.2806558!4d115.3603479!16s%2Fg%2F11f57wr7xx!19sChIJna8HjMv10S0RNKeIPVb1wIc?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""08:30 - 16:30""}, {""day"": ""Tuesday"", ""hours"": ""08:30 - 16:30""}, {""day"": ""Wednesday"", ""hours"": ""08:30 - 16:30""}, {""day"": ""Thursday"", ""hours"": ""08:30 - 16:30""}, {""day"": ""Friday"", ""hours"": ""08:30 - 16:30""}, {""day"": ""Saturday"", ""hours"": ""08:30 - 16:30""}, {""day"": ""Sunday"", ""hours"": ""08:30 - 16:30""}]",2.8287090207158835e-09,15.0,14,24,176.1199536775217,4,895.8903829978346,2.995732273553991,,,
34873,Rumah Makan MUNDUK SARI,-8.2807741,115.360027,319378.3126244098,9084289.551502418,Diner,4.5,91,0,"P996+M2R, Central Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia","https://www.google.com/maps/place/Rumah+Makan+MUNDUK+SARI/@-8.2807741,115.360027,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1f5cb928ff75f:0xf4202b679dafcd8!8m2!3d-8.2807741!4d115.360027!16s%2Fg%2F11c5xs8t9j?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""08:00 - 21:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 21:00""}, {""day"": ""Wednesday"", ""hours"": ""08:00 - 21:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 21:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 21:00""}, {""day"": ""Saturday"", ""hours"": ""08:00 - 21:00""}, {""day"": ""Sunday"", ""hours"": ""08:00 - 21:00""}]",2.7986346774622666e-09,15.0,15,25,404.40328991421603,1,874.5664502493679,4.5217885770490405,,,
34874,TOTEME RESTAURANT KINTAMANI,-8.2487039,115.3964065,323371.78919398657,9087852.69116177,Restaurant,4.7,143,0,"Q92W+JHM, Central Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia","https://www.google.com/maps/place/TOTEME+RESTAURANT+KINTAMANI/@-8.2487039,115.3964065,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1f740fe939c3f:0xd45389ce2f660be6!8m2!3d-8.2487039!4d115.3964065!16s%2Fg%2F11vj8wr7lm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Tuesday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Wednesday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Thursday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Friday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Saturday"", ""hours"": ""07:00 - 23:00""}, {""day"": ""Sunday"", ""hours"": ""07:00 - 23:00""}]",1.7255756933920795e-09,3.0,9,13,200.9023033323918,5,275.4998975575041,4.969813299576001,,,
34875,Caldera restaurant,-8.2791166,115.3673971,320189.493338797,9084476.205532342,Restaurant,2.8,25,0,"P9C8+9V4, Central Batur, Kintamani, Bangli Regency, Bali, Indonesia",https://www.google.com/maps/place/Caldera+restaurant/data=!4m7!3m6!1s0x2dd1f55501b2b26b:0xee27a584335b3b29!8m2!3d-8.2791166!4d115.3673971!16s%2Fg%2F11vf9wlb65!19sChIJa7KyAVX10S0RKTtbM4SlJ-4?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""06:00 - 22:00""}]",2.045345039612508e-09,15.0,5,20,70.37209011348247,4,1553.503652888142,3.258096538021482,,,
34876,SARAH LOUNGE,-8.2658431,115.3402742,317195.3296209802,9085931.860089822,Restaurant,5.0,2,0,"Penelokan Main Rd, South Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia",https://www.google.com/maps/place/SARAH+LOUNGE/data=!4m7!3m6!1s0x2dd1f50bccb76605:0xf9a67d1e2f5f3f90!8m2!3d-8.2658431!4d115.3402742!16s%2Fg%2F11mvpjdb7_!19sChIJBWa3zAv10S0RkD9fLx59pvk?authuser=0&hl=en&rclk=1,,[],1.9303044820085074e-09,15.0,5,23,48.13424292125284,2,1857.3804259274975,1.0986122886681098,,,
34877,Restaurant Panca Yoga Buffet Lunch,-8.2731841,115.347881,318036.7467147886,9085123.447831012,Buffet restaurant,3.2,78,0,"P8GX+P5C, Central Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia",https://www.google.com/maps/place/Restaurant+Panca+Yoga+Buffet+Lunch/data=!4m7!3m6!1s0x2dd1f44b8195d04d:0xd38f4c8754569c43!8m2!3d-8.2731841!4d115.347881!16s%2Fg%2F1pzrrb3hx!19sChIJTdCVgUv00S0RQ5xWVIdMj9M?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""10:00 - 17:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 17:00""}, {""day"": ""Wednesday"", ""hours"": ""10:00 - 17:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 17:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 17:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 17:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 17:00""}]",2.6125674192855446e-09,15.0,12,24,66.46649049644857,2,710.173816775129,4.3694478524670215,,,
34878,Bakso Cikgu,-8.2799789,115.382143,321814.3736470714,9084387.476027476,Fast food restaurant,4.0,1,0,"P9CJ+2V2, Jl. Trunyan, Kedisan, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia","https://www.google.com/maps/place/Bakso+Cikgu/@-8.2799789,115.382143,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1f71a6f192ac7:0xc9236fe88cdd2c6f!8m2!3d-8.2799789!4d115.382143!16s%2Fg%2F11t87d06jh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Tuesday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Wednesday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Thursday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Friday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Saturday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Sunday"", ""hours"": ""00:00 - 23:59""}]",1.971234611976975e-09,32.0,10,16,379.98672250740213,1,377.24490167576715,0.6931471805599453,,,
34879,bali 377,-8.2555677,115.3358335,316701.3478338744,9087066.257851096,Restaurant,5.0,1,0,"P8VP+Q8G, Jl. Raya Kintamani, Batur Sel., Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia","https://www.google.com/maps/place/bali+377/@-8.2555677,115.3358335,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1f5d37dbc39db:0x64fbfdd2b1ed570c!8m2!3d-8.2555677!4d115.3358335!16s%2Fg%2F11hj3xw84y?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",,"[{""day"": ""Monday"", ""hours"": ""03:00 - 21:00""}, {""day"": ""Tuesday"", ""hours"": ""03:00 - 21:00""}, {""day"": ""Wednesday"", ""hours"": ""03:00 - 21:00""}, {""day"": ""Thursday"", ""hours"": ""03:00 - 21:00""}, {""day"": ""Friday"", ""hours"": ""03:00 - 21:00""}, {""day"": ""Saturday"", ""hours"": ""03:00 - 21:00""}, {""day"": ""Sunday"", ""hours"": ""03:00 - 21:00""}]",1.6542585618629338e-09,16.0,9,13,242.52518194032055,5,235.0402080350661,0.6931471805599453,,,
34880,el lago,-8.2674591,115.342025,317388.9611431377,9085753.937337996,Sushi restaurant,4.7,6179,0,"Penelokan Main Rd No.899, South Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia",https://www.google.com/maps/place/el+lago/data=!4m7!3m6!1s0x2dd1f57ddc1f5c2f:0xd22074e770cf737d!8m2!3d-8.2674591!4d115.342025!16s%2Fg%2F11hhz7lpfx!19sChIJL1wf3H310S0RfXPPcOd0INI?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""06:00 - 19:00""}, {""day"": ""Tuesday"", ""hours"": ""06:00 - 19:00""}, {""day"": ""Wednesday"", ""hours"": ""06:00 - 19:00""}, {""day"": ""Thursday"", ""hours"": ""06:00 - 19:00""}, {""day"": ""Friday"", ""hours"": ""05:30 - 20:00""}, {""day"": ""Saturday"", ""hours"": ""05:30 - 20:00""}, {""day"": ""Sunday"", ""hours"": ""05:30 - 20:00""}]",2.2420263357308363e-09,15.0,9,22,37968.6451115504,0,1595.668964513056,8.729073550451737,,,
34881,Bubur bali enak,-8.222553,115.4140692,325306.26397758373,9090752.589395544,Vegetarian restaurant,4.8,4,0,"QCG7+XJG, Jl. Pengalang, Songan B, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/Bubur+bali+enak/data=!4m7!3m6!1s0x2dd1f195edc094d9:0x3dc2e67e81e68e48!8m2!3d-8.222553!4d115.4140692!16s%2Fg%2F11t64vz5y7!19sChIJ2ZTA7ZXx0S0RSI7mgX7mwj0?authuser=0&hl=en&rclk=1,,[],4.047194472354397e-10,-1.0,1,3,9637.473043575405,0,1000.0,1.6094379124341003,,,
34882,Waroeng “Dapoer S C R”,-8.2297199,115.4090329,324754.51695456053,9089957.772982769,Restaurant,4.8,8,0,"Jl. Trunyan, Buahan, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/Waroeng+%E2%80%9CDapoer+S+C+R%E2%80%9D/data=!4m7!3m6!1s0x2dd1f7f61d46409d:0xf8fc59588e13040e!8m2!3d-8.2297199!4d115.4090329!16s%2Fg%2F11fmdpb6ls!19sChIJnUBGHfb30S0RDgQTjlhZ_Pg?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""10:00 - 23:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 23:00""}, {""day"": ""Wednesday"", ""hours"": ""10:00 - 23:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 23:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 23:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 23:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 23:00""}]",3.8680491124974867e-10,-1.0,1,3,798.834711881658,0,1000.0,2.1972245773362196,,,
34883,Tree Top Restaurant and Piano Bar,-8.2601591,115.3336222,316459.8410430198,9086557.440741608,Restaurant,5.0,9,0,"Jalan Shanti Padang Mun, Kintamani, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/Tree+Top+Restaurant+and+Piano+Bar/data=!4m7!3m6!1s0x2dd1f5cf60c547e3:0x9b02292ab8c62a89!8m2!3d-8.2601591!4d115.3336222!16s%2Fg%2F11s8b0dy83!19sChIJ40fFYM_10S0RiSrGuCopAps?authuser=0&hl=en&rclk=1,,[],1.4032967972409872e-09,16.0,5,14,405.3384253286458,4,413.5996138170582,2.302585092994046,,,
34884,Rumah Makan Siap Saji Reisy,-8.2421214,115.3258146,315591.2832810944,9088548.779276883,Restaurant,5.0,1,0,"QCH2+GP8, Jl. Munduk Lantang, Songan A, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",https://www.google.com/maps/place/Rumah+Makan+Siap+Saji+Reisy/data=!4m7!3m6!1s0x2dd1f5fcccf648a3:0xb166d0a0a17f607a!8m2!3d-8.2421214!4d115.3258146!16s%2Fg%2F11h8w7vkdc!19sChIJo0j2zPz10S0RemB_oaDQZrE?authuser=0&hl=en&rclk=1,,[],3.374679020147386e-10,-1.0,1,1,46.87642702551122,1,1000.0,0.6931471805599453,,,
34885,Royal Cafe,-8.2736993,115.3482585,318078.57186275907,9085066.640647579,Restaurant,4.8,4,0,"Penelokan Main Rd, South Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia",https://www.google.com/maps/place/Royal+Cafe/data=!4m7!3m6!1s0x2dd1f51a61dc695d:0xf2aa7a31a16f2111!8m2!3d-8.2736993!4d115.3482585!16s%2Fg%2F11svhk1x_b!19sChIJXWncYRr10S0RESFvoTF6qvI?authuser=0&hl=en&rclk=1,,[],2.5670596426214206e-09,15.0,13,24,107.12075696460582,5,648.0429067229542,1.6094379124341003,,,
34886,warung baling baling,-8.281388,115.3622481,319623.2818398195,9084222.664510626,Restaurant,4.3,321,0,"Penelokan Main Rd, Central Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia",https://www.google.com/maps/place/warung+baling+baling/data=!4m7!3m6!1s0x2dd1f5cc3d4e6307:0xd056d326a52176af!8m2!3d-8.281388!4d115.3622481!16s%2Fg%2F1hc1zh1bv!19sChIJB2NOPcz10S0Rr3YhpSbTVtA?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Wednesday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""06:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""04:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""04:00 - 22:00""}]",2.920229128799863e-09,15.0,14,25,103.72312059589507,4,1115.6707460498349,5.7745515455444085,,,
34887,Restaurant Makan E-2 (Warung Makan E-2),-8.2257266,115.3240707,315391.54468130675,9090361.213885225,Restaurant,4.5,71,0,"Q8FF+PJ4, Jalan Raya, Kintamani, Bangli Regency, Bali 80652, Indonesia",https://www.google.com/maps/place/Restaurant+Makan+E-2/data=!4m7!3m6!1s0x2dd1f3713ee3542d:0x9d38021cc9f0ec27!8m2!3d-8.2257266!4d115.3240707!16s%2Fg%2F11dxrn6_gl!19sChIJLVTjPnHz0S0RJ-zwyRwCOJ0?authuser=0&hl=en&rclk=1,,"[{""day"": ""Monday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Tuesday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Wednesday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Thursday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Friday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Saturday"", ""hours"": ""00:00 - 23:59""}, {""day"": ""Sunday"", ""hours"": ""00:00 - 23:59""}]",1.6638593810207794e-10,-1.0,0,0,1777.703826429993,0,1000.0,4.276666119016055,,,
