id,name,rating,review,price_level,category,services,address,open_hours,phone,latitude,longitude,url,cluster,source_category,source_file,source_table,rejection_reason
8002,Bubur Ayam Ibu Diah (Porridge restaurant),0.0,0,0,,,"Pasar Bengkong Harapan No. 03 B, JL Cendrawasih, No. 1, Bengkong Harapan, Bengkong, Batam, 29457","[{""day"": ""Tuesday"", ""hours"": ""06:00 - 12:00""}, {""day"": ""Wednesday"", ""hours"": ""06:00 - 12:00""}, {""day"": ""Thursday"", ""hours"": ""06:00 - 12:00""}, {""day"": ""Friday"", ""hours"": ""06:00 - 12:00""}, {""day"": ""Saturday"", ""hours"": ""06:00 - 12:00""}, {""day"": ""Sunday"", ""hours"": ""06:00 - 12:00""}, {""day"": ""Monday"", ""hours"": ""06:00 - 12:00""}]",0877-9122-0529,1.143511,104.036361,"https://www.google.com/maps/place/Bubur+Ayam+Ibu+Diah/@1.143511,104.036361,17z/data=!3m1!4b1!4m6!3m5!1s0x31d989a400eda0b3:0x449297276b887af8!8m2!3d1.143511!4d104.036361!16s%2Fg%2F11bc7sdzwb?authuser=0&hl=en&entry=ttu",0.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8004,Mie ayam bakso berutal (Fast food restaurant),0.0,0,0,,,"Jl. Bengkong Harapan 1 Blk. F No.16, Sadai, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444",[object Object],,1.1439174,104.0319322,"https://www.google.com/maps/place/Mie+ayam+bakso+berutal/@1.1439174,104.0319322,17z/data=!3m1!4b1!4m6!3m5!1s0x31d9890068fdb6cd:0x5cb5f395e5e36510!8m2!3d1.1439174!4d104.0319322!16s%2Fg%2F11vy8qs0fm?authuser=0&hl=en&entry=ttu",2.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8009,Warung mie ayam aco (Snack bar),0.0,0,0,,,"Jl. Bengkong Harapan II No.9 Blok R, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444",[object Object],0813-7194-7760,1.1551161,104.0352126,https://www.google.com/maps/place/Warung+mie+ayam+aco/data=!4m7!3m6!1s0x31d9895012c82827:0xb5a80b5c78115724!8m2!3d1.1551161!4d104.0352126!16s%2Fg%2F11lmn46gmk!19sChIJJyjIElCJ2TERJFcReFwLqLU?authuser=0&hl=en&rclk=1,0.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8013,Warung Mie Ayam Bude (Noodle shop),0.0,0,0,,,"522G+JJW, Jl. Bengkong Harapan 1, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444","[{""day"": ""Tuesday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Wednesday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Friday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 21:30""}, {""day"": ""Monday"", ""hours"": ""10:00 - 21:30""}]",0853-5555-4519,1.1516085,104.0265829,https://www.google.com/maps/place/Warung+Mie+Ayam+Bude/data=!4m7!3m6!1s0x31d98922cd1f1bd7:0xf943e8e9dd7d9b3d!8m2!3d1.1516085!4d104.0265829!16s%2Fg%2F11h07wspmj!19sChIJ1xsfzSKJ2TERPZt93enoQ_k?authuser=0&hl=en&rclk=1,0.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8016,Warung Makan Bu Sri (Restaurant),0.0,0,0,,,"522H+FF4, Jl. Bengkong Harapan 1, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444","[{""day"": ""Tuesday"", ""hours"": ""05:45 - 12:00""}, {""day"": ""Wednesday"", ""hours"": ""05:45 - 12:00""}, {""day"": ""Thursday"", ""hours"": ""05:45 - 12:00""}, {""day"": ""Friday"", ""hours"": ""05:45 - 12:00""}, {""day"": ""Saturday"", ""hours"": ""05:45 - 12:00""}, {""day"": ""Sunday"", ""hours"": ""05:45 - 12:00""}, {""day"": ""Monday"", ""hours"": ""05:45 - 12:00""}]",0858-3637-0212,1.1511319,104.0287135,https://www.google.com/maps/place/Warung+Makan+Bu+Sri/data=!4m7!3m6!1s0x31d989d081ea036f:0x6b2121b46c121cff!8m2!3d1.1511319!4d104.0287135!16s%2Fg%2F11flrkrkkw!19sChIJbwPqgdCJ2TER_xwSbLQhIWs?authuser=0&hl=en&rclk=1,-1.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8017,Ayam Geprek   Cek Rara (Coffee shop),0.0,0,0,,,"Jl. Bengkong Harapan 1 No.23, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau 29432",[object Object],,1.1507206,104.025912,"https://www.google.com/maps/place/Ayam+Geprek+,+Cek+Rara/data=!4m7!3m6!1s0x31d9899409c37d05:0x3152982de265a402!8m2!3d1.1507206!4d104.025912!16s%2Fg%2F11vjjn6wfp!19sChIJBX3DCZSJ2TERAqRl4i2YUjE?authuser=0&hl=en&rclk=1",5.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8022,Bengkong harapan 2 Jl Melati blok R No 24 (Grocery store),0.0,0,0,,,"Jl. Bengkong Harapan II Jl. Melati No.24 blok R, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444","[{""day"": ""Tuesday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Wednesday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Thursday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Friday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Saturday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Sunday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Monday"", ""hours"": ""17:00 - 00:00""}]",,1.1462819,104.0281049,https://www.google.com/maps/place/Bengkong+harapan+2+Jl.Melati+blok+R+No+24/data=!4m7!3m6!1s0x31d989004a54d0b9:0x60d750ad1ec1438e!8m2!3d1.1462819!4d104.0281049!16s%2Fg%2F11vxjgxvvw!19sChIJudBUSgCJ2TERjkPBHq1Q12A?authuser=0&hl=en&rclk=1,2.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8024,Bawang goreng ERA (Soup kitchen),0.0,0,0,,,"Jl. Bengkong Harapan 1 Gg. Mesra No.81 blok E, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444",[object Object],,1.1516744,104.0257041,https://www.google.com/maps/place/Bawang+goreng+ERA/data=!4m7!3m6!1s0x31d989ff761aa7b9:0xe5eec73813e6905d!8m2!3d1.1516744!4d104.0257041!16s%2Fg%2F11k9nggf20!19sChIJuacadv-J2TERXZDmEzjH7uU?authuser=0&hl=en&rclk=1,2.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8027,Salad Buah Youmy (Restaurant),0.0,0,0,,,"Jl. Bengkong Harapan 1 No.98 Blok E, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau 29458",[object Object],,1.1521115,104.025976,https://www.google.com/maps/place/Salad+Buah+Youmy/data=!4m7!3m6!1s0x31d989824fb73eb3:0xd59f80b01f275c4f!8m2!3d1.1521115!4d104.025976!16s%2Fg%2F11hf2r91pw!19sChIJsz63T4KJ2TERT1wnH7CAn9U?authuser=0&hl=en&rclk=1,2.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8028,Karim Lele (Food products supplier),0.0,0,0,,,"Pasar Bengkong Harapan Kios 154, JL Cendrawasih, No. 1, Bengkong Harapan, Bengkong, Sadai, Batam, Kota Batam, Kepulauan Riau 29457",[object Object],0877-9112-0529,1.1431479,104.0365859,https://www.google.com/maps/place/Karim+Lele/data=!4m7!3m6!1s0x31d989a400eda0b3:0x94579ab786194b42!8m2!3d1.1431479!4d104.0365859!16s%2Fg%2F11bc7py5x1!19sChIJs6DtAKSJ2TERQksZhreaV5Q?authuser=0&hl=en&rclk=1,0.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8031,BASRENG BATAM (Staple food package),0.0,0,0,,,"Jl. Bengkong Harapan 1 No.11 blok d, RT.002/RW.006, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29458",[object Object],0857-5634-5458,1.1505533,104.028275,https://www.google.com/maps/place/BASRENG+BATAM/data=!4m7!3m6!1s0x31d989b6a2579803:0xa436ab7ade1959f9!8m2!3d1.1505533!4d104.028275!16s%2Fg%2F11vsw8cqtf!19sChIJA5hXoraJ2TER-VkZ3nqrNqQ?authuser=0&hl=en&rclk=1,2.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8037,Hemvrie Ivon (Convenience store),0.0,0,0,,,"Jl. Bengkong Harapan II No.144, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444",[object Object],0812-7001-3338,1.1517606,104.0302213,https://www.google.com/maps/place/Hemvrie+Ivon/data=!4m7!3m6!1s0x31d989fc2f1d1637:0x1655ce8003d48a0e!8m2!3d1.1517606!4d104.0302213!16s%2Fg%2F11ft2y_qht!19sChIJNxYdL_yJ2TERDorUA4DOVRY?authuser=0&hl=en&rclk=1,2.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8038,Sate Madura pak kumis (Restaurant),0.0,0,0,,,"Jl. Bengkong Harapan 1 No.2a, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444","[{""day"": ""Tuesday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Wednesday"", ""hours"": ""09:00 - 17:00""}, {""day"": ""Thursday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Friday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Saturday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Sunday"", ""hours"": ""17:00 - 00:00""}, {""day"": ""Monday"", ""hours"": ""17:00 - 00:00""}]",0852-6464-6414,1.1509084,104.0266023,https://www.google.com/maps/place/Sate+Madura+pak+kumis/data=!4m7!3m6!1s0x31d98943d2783a6f:0x730aa8ecb2423c11!8m2!3d1.1509084!4d104.0266023!16s%2Fg%2F11l23wjgpw!19sChIJbzp40kOJ2TERETxCsuyoCnM?authuser=0&hl=en&rclk=1,2.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
8040,Yamaha Pasar Bengkong Harapan (Grocery store),0.0,0,0,,,"Blok C No. 32 Pasar Bengkong Harapan, Jl. Bengkong Harapan 1, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444","[{""day"": ""Tuesday"", ""hours"": ""15:00 - 00:00""}, {""day"": ""Wednesday"", ""hours"": ""15:00 - 00:00""}, {""day"": ""Thursday"", ""hours"": ""15:00 - 00:00""}, {""day"": ""Friday"", ""hours"": ""15:00 - 00:00""}, {""day"": ""Saturday"", ""hours"": ""15:00 - 00:00""}, {""day"": ""Sunday"", ""hours"": ""15:00 - 00:00""}, {""day"": ""Monday"", ""hours"": ""00:00 - 12:00""}]",,1.1510631,104.0289064,https://www.google.com/maps/place/Yamaha+Pasar+Bengkong+Harapan/data=!4m7!3m6!1s0x31d989a20a644639:0xb6b0b12b8dde3ad8!8m2!3d1.1510631!4d104.0289064!16s%2Fg%2F11h6r6nl4g!19sChIJOUZkCqKJ2TER2DrejSuxsLY?authuser=0&hl=en&rclk=1,0.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,null_required_column
